BIA_ApostaUTC,Dia Semana Aposta (UTC),dow_norm,ApostaLive.rf_prob,rf_prob,proba_cli,proba_txt,proba_cli_legacy_buggy,proba_txt_legacy_buggy,abs_diff,match6,abs_diff_legacy,match6_legacy,closer_to_legacy
2025-11-24 19:10:00,segunda-feira,segunda-feira,0.292769,0.292769,0.6666666666666666,0.666667,0.6666666666666666,0.666667,0.37389766666666663,0,0.37389766666666663,0,0
2025-12-01 18:04:00,segunda-feira,segunda-feira,0.292769,0.292769,0.6666666666666666,0.666667,0.6666666666666666,0.666667,0.37389766666666663,0,0.37389766666666663,0,0
2025-12-01 10:22:00,segunda-feira,segunda-feira,0.292769,0.292769,0.6666666666666666,0.666667,0.19753086419753085,0.197531,0.37389766666666663,0,0.09523813580246915,0,1
2025-11-24 14:32:00,segunda-feira,segunda-feira,0.292769,0.292769,0.6666666666666666,0.666667,0.6666666666666666,0.666667,0.37389766666666663,0,0.37389766666666663,0,0
2025-11-25 11:43:00,terça-feira,terca-feira,0.37786,0.37786,0.005,0.005000,0.005,0.005000,0.37285999999999997,0,0.37285999999999997,0,0
2025-12-17 11:06:00,quarta-feira,quarta-feira,0.18339,0.18339,0.552485728435761,0.552486,0.995,0.995000,0.36909572843576105,0,0.8116099999999999,0,0
2025-11-26 10:47:00,quarta-feira,quarta-feira,0.219537,0.219537,0.5781616417424367,0.578162,0.23241427037799323,0.232414,0.3586246417424367,0,0.012877270377993216,0,1
2025-12-02 03:56:00,terça-feira,terca-feira,0.646663,0.646663,0.995,0.995000,0.005,0.005000,0.348337,0,0.641663,0,0
2025-12-10 07:31:00,quarta-feira,quarta-feira,0.35474,0.35474,0.008633129654965951,0.008633,0.995,0.995000,0.34610687034503407,0,0.64026,0,0
2025-12-16 16:44:00,terça-feira,terca-feira,0.649973,0.649973,0.995,0.995000,0.995,0.995000,0.345027,0,0.345027,0,0
2025-12-16 19:31:00,terça-feira,terca-feira,0.345779,0.345779,0.005,0.005000,0.005,0.005000,0.340779,0,0.340779,0,0
2025-12-17 08:25:00,quarta-feira,quarta-feira,0.310793,0.310793,0.6473624454146065,0.647362,0.005,0.005000,0.33656944541460654,0,0.305793,0,1
2025-12-03 03:18:00,quarta-feira,quarta-feira,0.20535,0.20535,0.5373503301898663,0.537350,0.995,0.995000,0.3320003301898663,0,0.78965,0,0
2025-12-10 15:29:00,quarta-feira,quarta-feira,0.674267,0.674267,0.995,0.995000,0.995,0.995000,0.32073300000000005,0,0.32073300000000005,0,0
2025-12-03 18:45:00,quarta-feira,quarta-feira,0.32619,0.32619,0.6464568945489182,0.646457,0.995,0.995000,0.3202668945489182,0,0.66881,0,0
2025-12-03 18:13:00,quarta-feira,quarta-feira,0.278713,0.278713,0.5962033668912234,0.596203,0.995,0.995000,0.31749036689122345,0,0.716287,0,0
2025-11-26 04:36:00,quarta-feira,quarta-feira,0.173985,0.173985,0.491146793359136,0.491147,0.995,0.995000,0.317161793359136,0,0.821015,0,0
2025-12-17 12:41:00,quarta-feira,quarta-feira,0.179905,0.179905,0.4881019652220357,0.488102,0.995,0.995000,0.30819696522203566,0,0.815095,0,0
2025-12-03 10:58:00,quarta-feira,quarta-feira,0.346109,0.346109,0.6480855758472884,0.648086,0.30120452059197944,0.301205,0.30197657584728843,0,0.04490447940802056,0,1
2025-12-17 06:49:00,quarta-feira,quarta-feira,0.196796,0.196796,0.49789971653928106,0.497900,0.005,0.005000,0.30110371653928103,0,0.191796,0,1
2025-12-02 10:28:00,terça-feira,terca-feira,0.702145,0.702145,0.995,0.995000,0.995,0.995000,0.292855,0,0.292855,0,0
2025-12-10 15:20:00,quarta-feira,quarta-feira,0.493437,0.493437,0.7828476101358341,0.782848,0.23921660013491655,0.239217,0.28941061013583413,0,0.2542203998650835,0,1
2025-12-10 11:17:00,quarta-feira,quarta-feira,0.098011,0.098011,0.38478679064730564,0.384787,0.995,0.995000,0.28677579064730563,0,0.896989,0,0
2025-12-08 11:42:00,segunda-feira,segunda-feira,0.379923,0.379923,0.6666666666666666,0.666667,0.6666666666666666,0.666667,0.2867436666666666,0,0.2867436666666666,0,0
2025-12-03 05:29:00,quarta-feira,quarta-feira,0.178605,0.178605,0.46530705770965514,0.465307,0.995,0.995000,0.2867020577096551,0,0.816395,0,0
2025-12-17 10:40:00,quarta-feira,quarta-feira,0.131919,0.131919,0.4174836564135513,0.417484,0.995,0.995000,0.2855646564135513,0,0.863081,0,0
2025-12-09 09:05:00,terça-feira,terca-feira,0.654032,0.654032,0.37118380730058387,0.371184,0.005,0.005000,0.2828481926994161,0,0.6490319999999999,0,0
2025-12-02 22:13:00,terça-feira,terca-feira,0.712234,0.712234,0.995,0.995000,0.005,0.005000,0.28276599999999996,0,0.707234,0,0
2025-12-08 05:13:00,segunda-feira,segunda-feira,0.572702,0.572702,0.29276895943562614,0.292769,0.6666666666666666,0.666667,0.2799330405643739,0,0.09396466666666659,0,1
2025-12-17 01:25:00,quarta-feira,quarta-feira,0.264153,0.264153,0.5420413164456921,0.542041,0.995,0.995000,0.27788831644569206,0,0.730847,0,0
2025-12-17 09:40:00,quarta-feira,quarta-feira,0.166784,0.166784,0.4441119963129741,0.444112,0.995,0.995000,0.2773279963129741,0,0.8282160000000001,0,0
2025-12-08 04:03:00,segunda-feira,segunda-feira,0.569915,0.569915,0.29276895943562614,0.292769,0.6666666666666666,0.666667,0.2771460405643738,0,0.09675166666666668,0,1
2025-12-03 04:06:00,quarta-feira,quarta-feira,0.287755,0.287755,0.010616830418758022,0.010617,0.995,0.995000,0.27713816958124193,0,0.707245,0,0
2025-11-26 11:22:00,quarta-feira,quarta-feira,0.526394,0.526394,0.7955892586257488,0.795589,0.995,0.995000,0.2691952586257488,0,0.46860599999999997,0,0
2025-11-26 09:46:00,quarta-feira,quarta-feira,0.200937,0.200937,0.46712307524760394,0.467123,0.995,0.995000,0.26618607524760396,0,0.794063,0,0
2025-12-03 15:45:00,quarta-feira,quarta-feira,0.495185,0.495185,0.2293742626769582,0.229374,0.995,0.995000,0.2658107373230418,0,0.499815,0,0
2025-12-03 10:07:00,quarta-feira,quarta-feira,0.330164,0.330164,0.5940283418555617,0.594028,0.005,0.005000,0.26386434185556173,0,0.325164,0,0
2025-12-03 02:31:00,quarta-feira,quarta-feira,0.266813,0.266813,0.007324762139961512,0.007325,0.995,0.995000,0.2594882378600385,0,0.7281869999999999,0,0
2025-12-16 23:29:00,terça-feira,terca-feira,0.408758,0.408758,0.6678218251383904,0.667822,0.005,0.005000,0.2590638251383904,0,0.403758,0,0
2025-11-26 04:06:00,quarta-feira,quarta-feira,0.281829,0.281829,0.539148170011066,0.539148,0.995,0.995000,0.25731917001106597,0,0.713171,0,0
2025-11-26 11:27:00,quarta-feira,quarta-feira,0.154924,0.154924,0.41072387684694733,0.410724,0.005,0.005000,0.2557998768469473,0,0.149924,0,1
2025-12-23 08:41:00,terça-feira,terca-feira,0.253699,0.253699,0.005,0.005000,0.005,0.005000,0.248699,0,0.248699,0,0
2025-11-24 19:49:00,segunda-feira,segunda-feira,0.539683,0.539683,0.29276895943562614,0.292769,0.6666666666666666,0.666667,0.24691404056437388,0,0.1269836666666666,0,1
2025-12-08 12:33:00,segunda-feira,segunda-feira,0.539683,0.539683,0.29276895943562614,0.292769,0.6666666666666666,0.666667,0.24691404056437388,0,0.1269836666666666,0,1
2025-12-08 16:56:00,segunda-feira,segunda-feira,0.539683,0.539683,0.29276895943562614,0.292769,0.6666666666666666,0.666667,0.24691404056437388,0,0.1269836666666666,0,1
2025-12-03 10:49:00,quarta-feira,quarta-feira,0.364171,0.364171,0.6065790592824057,0.606579,0.995,0.995000,0.24240805928240572,0,0.630829,0,0
2025-12-09 12:14:00,terça-feira,terca-feira,0.245971,0.245971,0.005,0.005000,0.005,0.005000,0.240971,0,0.240971,0,0
2025-12-15 08:32:00,segunda-feira,segunda-feira,0.292769,0.292769,0.5308641975308642,0.530864,0.6666666666666666,0.666667,0.23809519753086422,0,0.37389766666666663,0,0
2025-11-24 20:49:00,segunda-feira,segunda-feira,0.292769,0.292769,0.5308641975308642,0.530864,0.19753086419753085,0.197531,0.23809519753086422,0,0.09523813580246915,0,1
2025-12-17 07:09:00,quarta-feira,quarta-feira,0.375219,0.375219,0.6123000483097045,0.612300,0.995,0.995000,0.2370810483097045,0,0.6197809999999999,0,0
2025-12-03 11:44:00,quarta-feira,quarta-feira,0.426376,0.426376,0.6623935646811949,0.662394,0.995,0.995000,0.23601756468119495,0,0.568624,0,0
2025-11-25 12:30:00,terça-feira,terca-feira,0.633706,0.633706,0.8696896350186514,0.869690,0.995,0.995000,0.23598363501865138,0,0.361294,0,0
2025-12-08 20:13:00,segunda-feira,segunda-feira,0.292769,0.292769,0.5284901541301797,0.528490,0.19753086419753085,0.197531,0.23572115413017974,0,0.09523813580246915,0,1
2025-12-08 09:58:00,segunda-feira,segunda-feira,0.431252,0.431252,0.6666666666666666,0.666667,0.6666666666666666,0.666667,0.2354146666666666,0,0.2354146666666666,0,0
2025-12-10 08:20:00,quarta-feira,quarta-feira,0.223315,0.223315,0.4565312635238655,0.456531,0.995,0.995000,0.2332162635238655,0,0.771685,0,0
2025-12-10 05:53:00,quarta-feira,quarta-feira,0.210727,0.210727,0.4433464134707818,0.443346,0.995,0.995000,0.2326194134707818,0,0.784273,0,0
2025-11-25 12:33:00,terça-feira,terca-feira,0.662774,0.662774,0.43674145496453726,0.436741,0.005,0.005000,0.22603254503546272,0,0.657774,0,0
2025-12-15 07:49:00,segunda-feira,segunda-feira,0.310507,0.310507,0.08641975308641975,0.086420,0.19753086419753085,0.197531,0.22408724691358023,0,0.11297613580246912,0,1
2025-11-26 07:11:00,quarta-feira,quarta-feira,0.227635,0.227635,0.4484020545625556,0.448402,0.005,0.005000,0.2207670545625556,0,0.222635,0,0
2025-12-23 11:47:00,terça-feira,terca-feira,0.709531,0.709531,0.48959301185429077,0.489593,0.995,0.995000,0.21993798814570925,0,0.285469,0,0
2025-12-16 22:43:00,terça-feira,terca-feira,0.678273,0.678273,0.8980255992996924,0.898026,0.995,0.995000,0.21975259929969237,0,0.316727,0,0
2025-12-03 10:47:00,quarta-feira,quarta-feira,0.280999,0.280999,0.49712189093747033,0.497122,0.005,0.005000,0.21612289093747034,0,0.275999,0,0
2025-12-09 04:06:00,terça-feira,terca-feira,0.756734,0.756734,0.540806899978692,0.540807,0.005,0.005000,0.215927100021308,0,0.751734,0,0
2025-12-03 07:43:00,quarta-feira,quarta-feira,0.44783,0.44783,0.6594577428961006,0.659458,0.995,0.995000,0.2116277428961006,0,0.5471699999999999,0,0
2025-12-03 07:30:00,quarta-feira,quarta-feira,0.419065,0.419065,0.6289421828767192,0.628942,0.995,0.995000,0.2098771828767192,0,0.575935,0,0
2025-12-09 06:01:00,terça-feira,terca-feira,0.186389,0.186389,0.3960862753328081,0.396086,0.005,0.005000,0.2096972753328081,0,0.181389,0,1
2025-12-16 15:47:00,terça-feira,terca-feira,0.631733,0.631733,0.8414020118944245,0.841402,0.995,0.995000,0.20966901189442455,0,0.363267,0,0
2025-12-15 05:57:00,segunda-feira,segunda-feira,0.330143,0.330143,0.5396825396825397,0.539683,0.6666666666666666,0.666667,0.20953953968253963,0,0.3365236666666666,0,0
2025-12-03 18:47:00,quarta-feira,quarta-feira,0.189971,0.189971,0.39738364205110405,0.397384,0.995,0.995000,0.20741264205110405,0,0.805029,0,0
2025-11-25 13:15:00,terça-feira,terca-feira,0.719995,0.719995,0.5126324724442143,0.512632,0.995,0.995000,0.20736252755578577,0,0.27500499999999994,0,0
2025-12-09 13:22:00,terça-feira,terca-feira,0.639943,0.639943,0.8471634967021662,0.847163,0.995,0.995000,0.20722049670216613,0,0.35505699999999996,0,0
2025-12-17 23:48:00,quarta-feira,quarta-feira,0.324746,0.324746,0.11759946809885917,0.117599,0.995,0.995000,0.2071465319011408,0,0.670254,0,0
2025-12-08 04:04:00,segunda-feira,segunda-feira,0.570834,0.570834,0.7777777777777777,0.777778,0.6666666666666666,0.666667,0.20694377777777773,0,0.09583266666666668,0,1
2025-12-01 19:02:00,segunda-feira,segunda-feira,0.292769,0.292769,0.08641975308641975,0.086420,0.19753086419753085,0.197531,0.20634924691358025,0,0.09523813580246915,0,1
2025-12-08 23:13:00,segunda-feira,segunda-feira,0.292769,0.292769,0.08641975308641975,0.086420,0.6666666666666666,0.666667,0.20634924691358025,0,0.37389766666666663,0,0
2025-12-22 23:37:00,segunda-feira,segunda-feira,0.292769,0.292769,0.08641975308641975,0.086420,0.6666666666666666,0.666667,0.20634924691358025,0,0.37389766666666663,0,0
2025-12-01 16:23:00,segunda-feira,segunda-feira,0.292769,0.292769,0.08641975308641975,0.086420,0.6666666666666666,0.666667,0.20634924691358025,0,0.37389766666666663,0,0
2025-12-22 22:11:00,segunda-feira,segunda-feira,0.292769,0.292769,0.08641975308641975,0.086420,0.6666666666666666,0.666667,0.20634924691358025,0,0.37389766666666663,0,0
2025-12-01 16:54:00,segunda-feira,segunda-feira,0.292769,0.292769,0.08641975308641975,0.086420,0.6666666666666666,0.666667,0.20634924691358025,0,0.37389766666666663,0,0
2025-11-24 18:07:00,segunda-feira,segunda-feira,0.292769,0.292769,0.08641975308641975,0.086420,0.6666666666666666,0.666667,0.20634924691358025,0,0.37389766666666663,0,0
2025-11-24 12:45:00,segunda-feira,segunda-feira,0.292769,0.292769,0.08641975308641975,0.086420,0.08641975308641975,0.086420,0.20634924691358025,0,0.20634924691358025,0,0
2025-12-08 14:09:00,segunda-feira,segunda-feira,0.292769,0.292769,0.08641975308641975,0.086420,0.6666666666666666,0.666667,0.20634924691358025,0,0.37389766666666663,0,0
2025-12-08 10:42:00,segunda-feira,segunda-feira,0.292769,0.292769,0.08641975308641975,0.086420,0.19753086419753085,0.197531,0.20634924691358025,0,0.09523813580246915,0,1
2025-12-08 11:21:00,segunda-feira,segunda-feira,0.292769,0.292769,0.08641975308641975,0.086420,0.6666666666666666,0.666667,0.20634924691358025,0,0.37389766666666663,0,0
2025-11-24 20:09:00,segunda-feira,segunda-feira,0.292769,0.292769,0.08641975308641975,0.086420,0.08641975308641975,0.086420,0.20634924691358025,0,0.20634924691358025,0,0
2025-11-26 10:54:00,quarta-feira,quarta-feira,0.453803,0.453803,0.659413627770411,0.659414,0.995,0.995000,0.205610627770411,0,0.5411969999999999,0,0
2025-11-26 11:52:00,quarta-feira,quarta-feira,0.157894,0.157894,0.3614487949941001,0.361449,0.995,0.995000,0.2035547949941001,0,0.837106,0,0
2025-12-03 18:49:00,quarta-feira,quarta-feira,0.257284,0.257284,0.45941833955708505,0.459418,0.995,0.995000,0.20213433955708504,0,0.737716,0,0
2025-11-25 17:45:00,terça-feira,terca-feira,0.522937,0.522937,0.7250597604133928,0.725060,0.005,0.005000,0.20212276041339283,0,0.517937,0,0
2025-11-26 18:32:00,quarta-feira,quarta-feira,0.260645,0.260645,0.4574158808121231,0.457416,0.995,0.995000,0.19677088081212307,0,0.734355,0,0
2025-12-03 02:32:00,quarta-feira,quarta-feira,0.355698,0.355698,0.5508684994858534,0.550868,0.995,0.995000,0.19517049948585335,0,0.639302,0,0
